group,ticker,omega,alpha,beta,persistence,half_life_days,log_likelihood,aic,lb_pvalue_resid,lb_pvalue_resid_sq
software,XYZ,0.4599908706806741,0.08640122677359065,0.8864047844950226,0.9728060112686132,25.140819246787842,-4032.6988880979957,8075.397776195991,0.21540057344037652,0.8967015184042043
software,YOU,0.03147073967396851,4.0386473134031385e-20,0.9949888785407922,0.9949888785407922,137.97490436006427,-2940.800828278556,5891.601656557112,0.8826959181058441,0.9839048465783555
software,ZETA,0.8889005835222525,0.07440421983372082,0.8840218236768762,0.958426043510597,16.323603403705373,-3207.9991279822916,6425.998255964583,0.42434458167294525,0.18525366722186493
software,ZM,0.01807490673732472,0.025303060217744932,0.972529653282136,0.997832713499881,319.4758905419707,-3654.2313918246145,7318.462783649229,0.4807189081274612,0.9617454363887357
software,ZS,0.7931600446519679,0.13529907424241633,0.8177902259830815,0.9530893002254979,14.42653783948023,-3793.7571147996896,7597.514229599379,0.9751600988686666,0.9824816748689728
semiconductor,ACLS,0.49524447291849644,0.06996480498165708,0.8926227952363555,0.9625876002180125,18.178428448443512,-3944.5538776290023,7899.1077552580045,0.0003050992982389271,0.8052156152574078
semiconductor,ACMR,3.5066412913844016,0.09209212907090944,0.7930419308879054,0.8851340599588149,5.68078155090983,-4519.877100488697,9049.754200977393,0.3630505049922801,0.9501124373874918
semiconductor,ADI,0.2761201500059916,0.09246150241741323,0.8475183393098135,0.9399798417272267,11.198424357049882,-3161.5563477860896,6333.112695572179,0.00413249953865287,0.6994856616130429
semiconductor,AEHR,12.29890453444702,0.09590422967954655,0.5875408706408299,0.6834451003203765,1.8211531421093212,-4704.820419412548,9419.640838825097,0.69516959115589,0.8407026677169266
semiconductor,AIP,3.6810308966016483,0.08116431899194562,0.7810958176037903,0.862260136595736,4.677161040437144,-3053.1601668475387,6116.320333695077,0.568372951695401,0.8535497708988359
semiconductor,ALAB,3.135738733320793,0.0,0.9004848888363044,0.9004848888363044,6.6126182715833695,-1362.2974878678651,2734.5949757357303,0.7516533317924446,0.9683769281457544
semiconductor,ALGM,0.28086777447760614,0.03360152905684024,0.9342424401816096,0.9678439692384498,21.20728293569448,-3247.2610239810765,6504.522047962153,0.1910817086107787,0.20340494843492413
semiconductor,ALMU,77.63624063042606,1.0,0.0,1.0,,-2281.8565708205315,4573.713141641063,0.08366096803670209,0.9960708234128257
semiconductor,AMAT,0.4574542994309559,0.09120947335685999,0.8561566966502794,0.9473661700071394,12.81953656379503,-3618.832138843124,7247.664277686248,0.0007089048769030454,0.7387772234640817
semiconductor,AMBA,1.323749989001483,0.05466526215396322,0.858697066245407,0.9133623283993701,7.648721286035104,-4010.4561956860834,8030.912391372167,0.15524618755086558,0.9978054122305355
semiconductor,AMD,0.5115310123187176,0.05730521162424766,0.9008325542103749,0.9581377658346225,16.208772593008852,-3861.347823144264,7732.695646288528,0.382867012281592,0.961948107446226
semiconductor,AMKR,0.8433199925164252,0.0812005494753491,0.8517760658024096,0.9329766152777588,9.991290193902248,-3812.278182035337,7634.556364070674,0.017204715150223496,0.967926966064702
semiconductor,AOSL,0.38675243856535296,0.04780974432603736,0.9349539358137914,0.9827636801398287,39.866759419452585,-4169.969091941113,8349.938183882226,0.18778551389462153,0.8662009649593393
semiconductor,ASYS,1.7780648245172237,0.12541730428314699,0.7900003034185744,0.9154176077017214,7.843257025817178,-3959.1180153043174,7928.236030608635,0.22031801124297773,0.9754159712202629
semiconductor,ATOM,2.564929497028945,0.07959587907917083,0.8468174975380578,0.9264133766172287,9.068484367439105,-4702.137366631687,9414.274733263373,0.6360791374384601,0.9663194119124845
semiconductor,AVGO,0.4420434304791343,0.13164535739661237,0.811812063783205,0.9434574211798175,11.908917930416754,-3393.6929192483003,6797.385838496601,0.2110082692468719,0.9548542964590468
